Object Identifier,c_This_is_a,c_Test_Precondition,c_Test_Procedure,c_Test_Postcondition,c_Test_Expected_Results,c_Comment_Test_Run,c_Observed_Result,c_Release,c_Result_Test_Run,c_Maturity,c_Review_Comment,c_Regression_Test,c_Priority,c_Problem_Report
TS_CAN_342,test_case,"Use ultratool or debugger to monitor the following variable,

 Rte_AppLibIF_R_ClmCtlFrtBlwFanSpd_ClmCtlFrtBlwFanSpdFdbkRtlzd_Buf
","1. Start RBS simulation.

2. In signal MSG_4012 set to true the value of CCCGI_FrtBlwFanSpdFdbkRtlzd_Inv

3. Read CCCGI_FrtBlwFanSpdFdbkRtlzd

4. Write a different value for  Rte_AppLibIF_R_ClmCtlFrtBlwFanSpd_ClmCtlFrtBlwFanSpdFdbkRtlzd_Buf

5. Read the value CCCGI_FrtBlwFanSpdFdbkRtlzd 

", ," 5. CCCGI_FrtBlwFanSpdFdbkRtlzd
does't change its value as Rte_AppLibIF_R_ClmCtlFrtBlwFanSpd_ClmCtlFrtBlwFanSpdFdbkRtlzd_Buf",RO1169133," 5. CCCGI_FrtBlwFanSpdFdbkRtlzd
does't change its value as Rte_AppLibIF_R_ClmCtlFrtBlwFanSpd_ClmCtlFrtBlwFanSpdFdbkRtlzd_Buf
",160.1,passed,project_accepted,,,,
TS_CAN_345,heading, , , , ,#TBD#,,N/A,N/A,N/A,,,,
TS_CAN_346,test_case,"Use ultratool or debugger to monitor the following variable,

Rte_AppLibIF_R_LongAccelAuth_LLDP_LongAccelAuth_Buf","1. Start RBS simulation.

2. In signal MSG_4000 set to true the value of si_LongAccelAuth_Inv

3. Read  si_LongAccelAuth 

4. Changue the value of Rte_AppLibIF_R_LongAccelAuth_LLDP_LongAccelAuth_Buf

5. Read si_LongAccelAuth 

", ," 5. CCCGI_FrtBlwFanSpdFdbkRtlzd
does't change its value as Rte_AppLibIF_R_ClmCtlFrtBlwFanSpd_ClmCtlFrtBlwFanSpdFdbkRtlzd_Buf
",RO1169133," 5. CCCGI_FrtBlwFanSpdFdbkRtlzd
does't change its value as Rte_AppLibIF_R_ClmCtlFrtBlwFanSpd_ClmCtlFrtBlwFanSpdFdbkRtlzd_Buf
",160.1,passed,project_accepted,,,,
TS_CAN_295,heading,N/A,N/A,N/A,N/A,#TBD#,,N/A,N/A,N/A,,,,
TS_CAN_297,heading,N/A,N/A,N/A,N/A,#TBD#,,N/A,N/A,N/A,,,,
TS_CAN_298,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_RrClsrAjrStat_RrClsrAjrStat_Buf defined in the file Rte_patch.c with value 0
2) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_RrClsrAjrStat_RrClsrAjrStat_Buf defined in the file Rte_patch.c with value 1",1) Read the value of the signal RRClsrAjrStat in the message Rear_Closure_Ajar_MSG01($460) in CANoe,"1) RRClsrAjrStat  is FALSE
2) RRClsrAjrStat  is TRUE",RO 1129556,"1) RRClsrAjrStat  is FALSE
2) RRClsrAjrStat  is TRUE","135
139.x
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",TRUE,,
TS_CAN_299,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_RrClsrAjrStat_Inv_RrClsrAjrStat_Inv_Buf defined in the file Rte_patch.c with value 0
2) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_RrClsrAjrStat_Inv_RrClsrAjrStat_Inv_Buf defined in the file Rte_patch.c with value 1",1) Read the value of the signal RrClsrAjrStat_Inv in the message Rear_Closure_Ajar_MSG01($460) in CANoe,"1) RrClsrAjrStat_Inv is FALSE
2) RrClsrAjrStat_Inv is TRUE",RO 1129556,"1) RrClsrAjrStat_Inv is FALSE
2) RrClsrAjrStat_Inv is TRUE
","135
139.x
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",TRUE,,
TS_CAN_384,test_case,#TBD#,#TBD#,#TBD#,#TBD#,#TBD#,,135,not_done,in_work,,,,
TS_CAN_383,test_case,#TBD#,#TBD#,#TBD#,#TBD#,#TBD#,,135,not_done,in_work,,,,
TS_CAN_302,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrDsbld_PwrRrClsrDsbld_Buf defined in the file Rte_patch.c with value 0

2) Read the value of the signal PwrRrClsrDsbld in the message PDU_4038 in CANoe

3) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrDsbld_PwrRrClsrDsbld_Buf defined in the file Rte_patch.c with value 1

4) Read the value of the signal PwrRrClsrDsbld in the message PDU_4038 in CANoe
", ,"1) At step 2, the read value is 0.
2) At step 4, the read value is 1.",RO 1129556,"1) PwrRrClsrDsbld = 0

2) PwrRrClsrDsbld = 1","135
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_303,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrHghtProg_PwrRrClsrHghtProg_Buf defined in the file Rte_patch.c with value 0

2) Read the value of the signal PwrRrClsrHghtProg in the message PDU_4038 in CANoe

3) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrHghtProg_PwrRrClsrHghtProg_Buf defined in the file Rte_patch.c with value 1

4) Read the value of the signal PwrRrClsrHghtProg in the message PDU_4038 in CANoe
", ,"1) At step 2, the read value is 0.
2) At step 4, the read value is 1.
",RO 1129556,"1) PwrRrClsrHghtProg = 0

2) PwrRrClsrHghtProg = 1","136
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_304,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnFltd_PwrRrClsrMtnFltd_Buf defined in the file Rte_patch.c with value 0

2) Read the value of the signal PwrRrClsrMtnFltd in the message PDU_4038 in CANoe

3) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnFltd_PwrRrClsrMtnFltd_Buf defined in the file Rte_patch.c with value 1

4) Read the value of the signal PwrRrClsrMtnFltdin the message PDU_4038 in CANoe
", ,"1) At step 2, the read value is 0.
2) At step 4, the read value is 1.
",RO 1129556,"1) PwrRrClsrMtnFltdin = 0

2) PwrRrClsrMtnFltdin = 1","136
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_305,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 0
2) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 1
3) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 2
4) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 3
5) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 4
6) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 5
7) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 6
8) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 7
9) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 8
10) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrMtnSts_PwrRrClsrMtnSts_Buf defined in the file Rte_patch.c with value 9",1) Read the value of the signal PwrRrClsrMtnSts in the message PDU_4037($59C) in CANoe,"1) PwrRrClsrMtnSts  is UNKNOWN
2) PwrRrClsrMtnSts  is CLOSED
3) PwrRrClsrMtnSts  is OPENING
4) PwrRrClsrMtnSts  is CLOSING
5) PwrRrClsrMtnSts  is STOPPED - NORMAL
6) PwrRrClsrMtnSts  is STOPPED - OBSTACLE
7) PwrRrClsrMtnSts  is CLOSING-HOLD SYSTEM FAULT
8) PwrRrClsrMtnSts  is FULLY OPENED
9) PwrRrClsrMtnSts  is OPENING DUE TO OBSTACLE
10) PwrRrClsrMtnSts  is CLOSING DUE TO OBSTACLE",RO 1129556,"1) PwrRrClsrMtnSts  is UNKNOWN
2) PwrRrClsrMtnSts  is CLOSED
3) PwrRrClsrMtnSts  is OPENING
4) PwrRrClsrMtnSts  is CLOSING
5) PwrRrClsrMtnSts  is STOPPED - NORMAL
6) PwrRrClsrMtnSts  is STOPPED - OBSTACLE
7) PwrRrClsrMtnSts  is CLOSING-HOLD SYSTEM FAULT
8) PwrRrClsrMtnSts  is FULLY OPENED
9) PwrRrClsrMtnSts  is OPENING DUE TO OBSTACLE
10) PwrRrClsrMtnSts  is CLOSING DUE TO OBSTACLE","135
139.x
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",TRUE,,
TS_CAN_306,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrModeSwSts_PwrRrClsrModeSwSts_Buf defined in the file Rte_patch.c with value 0

2) Read the value of the signal PwrRrClsrModeSwSts in the message PDU_4037 in CANoe

3) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrModeSwSts_PwrRrClsrModeSwSts_Buf defined in the file Rte_patch.c with value 1

4) Read the value of the signal PwrRrClsrModeSwSts in the message PDU_4037 in CANoe

5) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrModeSwSts_PwrRrClsrModeSwSts_Buf defined in the file Rte_patch.c with value 2

6) Read the value of the signal PwrRrClsrModeSwSts in the message PDU_4037 in CANoe

", ,"1) At step 2, the read value is 0.
2) At step 4, the read value is 1.
3) At step 6, the read value is 2.

",RO 1129556,"1) PwrRrClsrModeSwSts = 0.

2) PwrRrClsrModeSwSts = 1.

3) PwrRrClsrModeSwSts = 2.","136
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_307,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrShtfcSwReq_PwrRrClsrShtfcSwReq_Buf defined in the file Rte_patch.c with value 0

2) Read the value of the signal PwrRrClsrShtfcSwReq in the message PDU_4037 in CANoe

3) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrShtfcSwReq_PwrRrClsrShtfcSwReq_Buf defined in the file Rte_patch.c with value 1

4) Read the value of the signal PwrRrClsrShtfcSwReq in the message PDU_4037 in CANoe", ,"1) At step 2, the read value is 0.
2) At step 4, the read value is 1.",RO 1129556,"1) PwrRrClsrShtfcSwReq = 0.

2) PwrRrClsrShtfcSwReq = 1.","136
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_381,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)
","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrActlPstn_PwrRrClsrActlPstn_Buf defined in the file Rte_patch.c with value 0

2) Read the value of the signal PwrRrClsActlPstn in the message PDU_4038 in CANoe

3) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrActlPstn_PwrRrClsrActlPstn_Buf defined in the file Rte_patch.c with value 127

4) Read the value of the signal PwrRrClsActlPstn in the message PDU_4038 in CANoe

5) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrActlPstn_PwrRrClsrActlPstn_Buf defined in the file Rte_patch.c with value 255

6) Read the value of the signal PwrRrClsActlPstn in the message PDU_4038 in CANoe
","
","1) At step 2, the read value is 0
2) At step 4, the read value is 127
3) At step 6, the read value is 255",RO 1196588,"1) PwrRrClsActlPstn = 0 

2) PwrRrClsActlPstn = 127

3) PwrRrClsActlPstn = 255",164R3.0,passed,project_accepted,"[2022-03-14 20:51:43] - uie85832 (Vera Almanza, OSCAR IVAN): 
- Abelardo Aguilasocho: Results reviewed with no comments.

[2022-03-07 23:17:32] - uie85832 (Vera Almanza, OSCAR IVAN): 
Allan Macias:
- Reviewed with no comments.


",,,
TS_CAN_382,test_case,"1) Set Vcc to 12V
2) Connect the module to the power supply 
3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic)
","1) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrProgOpnPstnCurrSetVal_PwrRrClsrProgOpnPstnCurrSetVal_Buf defined in the file Rte_patch.c with value 0

2) Read the value of the signal PwrRrClsrProgOpnPstnCurrSetVal in the message PDU_4038 in CANoe

3) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrProgOpnPstnCurrSetVal_PwrRrClsrProgOpnPstnCurrSetVal_Buf defined in the file Rte_patch.c with value 127

4) Read the value of the signal PwrRrClsrProgOpnPstnCurrSetVal in the message PDU_4038 in CANoe

5) In WinIDEA, update the status of the signal Rte_CanWrapper_RPort_TX_PwrRrClsrProgOpnPstnCurrSetVal_PwrRrClsrProgOpnPstnCurrSetVal_Buf defined in the file Rte_patch.c with value 255

6) Read the value of the signal PwrRrClsrProgOpnPstnCurrSetVal in the message PDU_4038 in CANoe
","
","1) At step 2, the read value is 0.
2) At step 4, the read value is 127.
3) At step 6, the read value is 255
",RO 1196588,"1) PwrRrClsrProgOpnPstnCurrSetVal = 0 

2) PwrRrClsrProgOpnPstnCurrSetVal = 127

3) PwrRrClsrProgOpnPstnCurrSetVal = 255
",164R3.0,passed,project_accepted,"[2022-03-14 20:51:50] - uie85832 (Vera Almanza, OSCAR IVAN): 
- Abelardo Aguilasocho: Results reviewed with no comments.

[2022-03-07 23:20:34] - uie85832 (Vera Almanza, OSCAR IVAN): 
Allan Macias:
- Reviewed with no comments.


",,,
TS_CAN_376,heading,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,
TS_CAN_377,test_case,"1.- Deactivate the partial networks

2. PTM is sleep","1.- Press and release the SHUTFACESW
2.- Veirfy in CANoe the message 1A4 is working
3.- Read the response
",N/A,"2. Message 1A4 shall be working
3.- There shall be a response for Ingress/Egress PN
",RO 1129556,"Message 1A4 is transmitted with PNI bit set for Ingress/Egress, byte 3, bit 6 set.","135
160R3.3",passed,project_accepted,"[01/24/2021] - Abelardo A., Danie S., Macias A., Gilberto O.: Reviewed results. Updated Test procedure according to comments.

[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.

[2021-10-09 03:14:13] - uie43238 (Benitez-EXT, Ramon (uie43238)): 
Susuchoug, Daniel; Change the Test Case to a system level one

",,,
TS_CAN_378,test_case,"1.- Deactivate the partial networks

2. PTM is sleep","1.- Press the EXTSW
2.- Veirfy in CANoe the message 1A4 is working
3.- Read the response
",N/A,"1.- Message 1A4 shall be working
2.- There shall be a response for Vehicle Access PN
",RO 1129556,"Message 1A4 is transmitted with PNI bit set for Vehicle Access, byte 2, bit 3 set.","135
160R3.3",passed,project_accepted,"[01/24/2021] - Abelardo A., Danie S., Macias A., Gilberto O.: Reviewed results. Updated Test procedure according to comments.

[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.

[2021-10-09 03:14:37] - uie43238 (Benitez-EXT, Ramon (uie43238)): 
Susuchoug, Daniel; Change the Test Case to a system level one
",,,
